loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type
30000.0,30000.0, 36 months,0.1265,1005.77,C,C2,10+ years,OWN,48887.59,Source Verified,Fully Paid,credit_card,NJ,35.32,3,754,758,3,16,0,5353.58,44.4,29,Individual
5000.0,5000.0, 60 months,0.1124,109.3,B,B2,10+ years,MORTGAGE,27542.01,Source Verified,Current,house,TX,17.31,0,686,690,0,17,0,11765.31,7.8,29,Individual
10000.0,10000.0, 36 months,0.0635,305.82,A,A4,3 years,MORTGAGE,34660.97,Not Verified,Current,debt_consolidation,WA,33.31,1,704,708,2,15,0,10381.22,17.0,26,Individual
12000.0,12000.0, 36 months,0.1971,444.17,E,E5,< 1 year,MORTGAGE,73934.7,Source Verified,Late (31-120 days),credit_card,PA,23.35,0,666,670,1,8,0,4174.06,78.3,21,Individual
15000.0,15000.0, 60 months,0.1843,384.44,D,D5,< 1 year,MORTGAGE,67019.95,Source Verified,Fully Paid,debt_consolidation,WA,23.19,1,759,763,0,13,0,87829.85,19.3,18,Individual
30000.0,30000.0, 36 months,0.0936,959.08,B,B4,2 years,RENT,140882.33,Verified,Current,debt_consolidation,MD,19.29,0,660,664,0,13,0,9759.22,78.7,23,Joint App
25000.0,25000.0, 36 months,0.1328,845.68,C,C4,10+ years,MORTGAGE,65344.9,Source Verified,Fully Paid,debt_consolidation,MO,6.15,0,712,716,0,9,0,47498.29,39.3,19,Individual
18000.0,18000.0, 60 months,0.1268,406.65,C,C3,1 year,RENT,132296.48,Not Verified,Fully Paid,debt_consolidation,MN,19.12,0,740,744,1,11,0,13953.32,91.6,24,Individual
10000.0,10000.0, 36 months,0.13,336.94,C,C3,10+ years,MORTGAGE,22729.53,Verified,Charged Off,credit_card,AZ,31.27,0,674,678,0,10,0,6758.7,49.6,17,Individual
20000.0,20000.0, 60 months,0.2729,614.23,F,F3,10+ years,RENT,77220.63,Source Verified,Fully Paid,other,GA,23.77,0,661,665,0,13,0,34108.76,56.4,26,Individual
10000.0,10000.0, 60 months,0.1386,231.95,C,C3,10+ years,RENT,85350.99,Verified,Charged Off,moving,MO,17.53,2,711,715,1,9,0,44538.14,25.2,14,Individual
35000.0,35000.0, 36 months,0.1117,1148.63,C,C1,5 years,OWN,72469.76,Not Verified,Current,debt_consolidation,NC,5.81,0,725,729,0,16,0,25535.49,22.6,25,Individual
5000.0,5000.0, 36 months,0.0644,153.11,A,A1,7 years,MORTGAGE,26360.2,Verified,Current,small_business,CA,25.63,0,663,667,3,11,0,19938.32,3.7,22,Individual
15000.0,15000.0, 36 months,0.0638,458.92,A,A5,4 years,OTHER,65543.49,Verified,Fully Paid,debt_consolidation,NY,18.55,0,709,713,0,13,0,4698.87,20.9,22,Individual
5000.0,5000.0, 36 months,0.1032,162.1,B,B1,2 years,MORTGAGE,43624.04,Not Verified,Fully Paid,car,OH,20.11,0,655,659,0,8,0,14963.76,49.6,17,Individual
12000.0,12000.0, 36 months,0.0836,378.05,A,A1,2 years,MORTGAGE,76655.46,Not Verified,Current,credit_card,CO,15.35,0,659,663,5,12,0,4265.18,35.0,19,Individual
18000.0,18000.0, 36 months,0.1705,642.18,D,D3,1 year,MORTGAGE,51424.42,Not Verified,Late (31-120 days),medical,MA,23.81,0,675,679,0,9,0,19869.71,72.0,21,Individual
18000.0,18000.0, 60 months,0.17,447.38,D,D3,5 years,RENT,38508.31,Not Verified,Charged Off,debt_consolidation,PA,26.7,0,689,693,2,19,0,37175.26,42.9,28,Joint App
20000.0,20000.0, 36 months,0.05,599.42,A,A4,2 years,RENT,212984.83,Source Verified,Fully Paid,debt_consolidation,MN,20.46,0,620,624,0,9,0,16244.12,99.3,19,Individual
15000.0,15000.0, 60 months,0.2299,422.74,E,E3,5 years,MORTGAGE,34682.99,Verified,Current,debt_consolidation,VA,29.59,0,687,691,0,16,1,4159.31,38.3,26,Joint App
10000.0,10000.0, 36 months,0.0975,321.49,B,B4,10+ years,MORTGAGE,64064.23,Source Verified,Fully Paid,debt_consolidation,MO,26.08,1,712,716,1,9,1,5451.68,0.0,12,Individual
25000.0,25000.0, 36 months,0.1039,811.24,B,B4,9 years,MORTGAGE,75441.0,Source Verified,Fully Paid,small_business,TN,20.93,0,715,719,1,11,0,8446.15,42.7,19,Individual
20000.0,20000.0, 60 months,0.1038,428.73,B,B1,10+ years,RENT,45433.6,Verified,Fully Paid,debt_consolidation,VA,15.55,0,744,748,1,15,0,17484.09,44.4,27,Individual
7500.0,7500.0, 60 months,0.0885,155.13,B,B3,10+ years,MORTGAGE,107312.89,Not Verified,Fully Paid,debt_consolidation,PA,14.93,0,638,642,2,11,0,4480.96,60.2,28,Individual
20000.0,20000.0, 36 months,0.0963,641.91,B,B1,< 1 year,RENT,90937.94,Not Verified,Late (31-120 days),credit_card,MO,3.23,0,688,692,1,11,0,2710.02,56.7,22,Individual
35000.0,35000.0, 36 months,0.1183,1159.73,C,C3,10+ years,MORTGAGE,19692.01,Source Verified,Fully Paid,other,NJ,10.0,0,771,775,1,13,0,7496.65,60.2,21,Joint App
18000.0,18000.0, 36 months,0.1507,624.64,C,C1,2 years,MORTGAGE,78539.5,Source Verified,Fully Paid,debt_consolidation,NY,16.96,0,713,717,0,9,0,13468.76,48.0,21,Individual
10000.0,10000.0, 36 months,0.2466,395.82,G,G1,4 years,RENT,156957.63,Verified,Charged Off,credit_card,PA,20.56,2,691,695,0,11,0,4532.66,42.2,24,Individual
15000.0,15000.0, 60 months,0.0557,287.0,A,A1,4 years,MORTGAGE,34295.97,Source Verified,Fully Paid,home_improvement,TN,18.6,0,707,711,0,10,0,3174.29,34.2,21,Individual
12000.0,12000.0, 60 months,0.0652,234.89,A,A5,1 year,MORTGAGE,23707.91,Verified,Current,medical,MA,25.51,0,711,715,0,10,0,49941.76,45.1,17,Individual
18000.0,18000.0, 36 months,0.0925,574.46,A,A1,2 years,MORTGAGE,45193.37,Not Verified,Current,debt_consolidation,AZ,20.27,1,813,817,1,13,0,9727.69,39.8,25,Individual
15000.0,15000.0, 36 months,0.1406,513.11,C,C2,10+ years,MORTGAGE,53141.31,Verified,Fully Paid,debt_consolidation,AZ,12.71,0,659,663,5,9,0,22602.34,76.6,22,Individual
30000.0,30000.0, 36 months,0.05,899.13,A,A2,8 years,RENT,55208.63,Not Verified,Fully Paid,credit_card,MA,12.54,1,667,671,1,17,0,6857.65,85.0,25,Individual
15000.0,15000.0, 60 months,0.2083,404.34,E,E2,6 years,OWN,101552.04,Not Verified,Fully Paid,medical,NC,22.01,0,699,703,2,10,0,6379.66,29.8,18,Individual
10000.0,10000.0, 36 months,0.1408,342.17,C,C4,10+ years,OWN,35724.79,Not Verified,Fully Paid,debt_consolidation,TN,9.09,0,705,709,1,15,0,2451.38,84.0,27,Individual
18000.0,18000.0, 60 months,0.1634,440.99,C,C1,10+ years,MORTGAGE,74503.35,Verified,Current,debt_consolidation,TN,15.96,0,751,755,1,11,3,40599.35,96.1,23,Individual
10000.0,10000.0, 60 months,0.1249,224.93,C,C2,1 year,MORTGAGE,86025.33,Source Verified,Charged Off,home_improvement,NC,22.34,0,668,672,0,18,1,10501.55,52.9,31,Joint App
10000.0,10000.0, 36 months,0.0822,314.4,B,B4,10+ years,RENT,57610.74,Verified,Charged Off,home_improvement,PA,10.53,0,647,651,0,10,0,20700.06,92.6,21,Individual
12000.0,12000.0, 60 months,0.1048,257.83,B,B2,10+ years,RENT,37256.35,Not Verified,Current,credit_card,TX,13.89,0,644,648,1,9,0,11627.64,99.8,21,Individual
5000.0,5000.0, 36 months,0.0994,161.18,B,B3,8 years,MORTGAGE,27064.16,Source Verified,Fully Paid,credit_card,MA,17.96,1,644,648,2,11,0,25349.21,79.3,20,Individual
35000.0,35000.0, 36 months,0.1369,1191.04,C,C5,9 years,RENT,21556.14,Source Verified,Late (31-120 days),debt_consolidation,TX,19.47,0,652,656,2,16,0,1188.14,75.1,24,Joint App
15000.0,15000.0, 36 months,0.1104,491.33,B,B1,10+ years,RENT,22427.81,Source Verified,Current,credit_card,VA,21.35,0,731,735,1,11,0,18423.75,54.7,20,Individual
20000.0,20000.0, 60 months,0.0748,400.57,A,A5,10+ years,MORTGAGE,20624.81,Not Verified,Fully Paid,debt_consolidation,MO,18.4,0,705,709,1,13,0,20567.52,63.3,19,Individual
10000.0,10000.0, 36 months,0.2579,401.8,F,F5,10+ years,RENT,135235.7,Source Verified,Fully Paid,credit_card,GA,17.18,0,730,734,0,15,0,3100.15,44.8,27,Individual
20000.0,20000.0, 36 months,0.0945,640.22,A,A3,3 years,RENT,48595.32,Source Verified,Fully Paid,credit_card,CO,15.43,0,673,677,1,11,0,6393.23,36.4,18,Joint App
15000.0,15000.0, 36 months,0.1656,531.54,D,D3,10+ years,RENT,184535.04,Not Verified,Current,house,CO,27.18,0,727,731,3,11,0,5052.53,51.7,25,Individual
12000.0,12000.0, 36 months,0.1516,416.94,D,D3,9 years,MORTGAGE,67581.15,Source Verified,Fully Paid,debt_consolidation,MD,11.43,0,660,664,2,10,0,19471.19,80.4,18,Individual
35000.0,35000.0, 60 months,0.1047,751.78,B,B4,5 years,MORTGAGE,21550.07,Not Verified,Fully Paid,debt_consolidation,GA,25.95,0,675,679,3,10,0,3326.75,90.7,20,Individual
15000.0,15000.0, 60 months,0.0508,283.6,A,A2,10+ years,RENT,48104.78,Verified,Fully Paid,major_purchase,NJ,18.07,1,726,730,0,6,1,49131.89,39.7,16,Joint App
18000.0,18000.0, 36 months,0.0532,542.05,A,A1,10+ years,MORTGAGE,78870.94,Verified,Current,debt_consolidation,IN,16.6,0,620,624,3,13,0,7195.99,62.2,18,Individual
5000.0,5000.0, 36 months,0.1577,175.21,D,D3,< 1 year,RENT,65289.56,Source Verified,Current,credit_card,NC,19.63,0,729,733,0,5,0,23969.89,70.8,14,Individual
10000.0,10000.0, 36 months,0.1112,327.97,C,C1,10+ years,RENT,41691.7,Verified,Fully Paid,debt_consolidation,FL,11.21,0,687,691,1,13,1,2218.66,47.0,22,Individual
25000.0,25000.0, 36 months,0.1875,913.28,D,D1,2 years,RENT,92329.05,Not Verified,Current,credit_card,IL,25.27,0,755,759,2,7,0,32131.16,54.2,16,Individual
20000.0,20000.0, 60 months,0.2507,587.89,F,F1,2 years,RENT,28802.36,Not Verified,Fully Paid,credit_card,IN,22.82,1,671,675,0,8,1,8355.44,29.1,20,Individual
15000.0,15000.0, 36 months,0.1806,542.74,D,D3,< 1 year,RENT,60046.27,Source Verified,Default,home_improvement,AZ,13.72,0,688,692,0,12,0,21713.45,34.8,22,Joint App
25000.0,25000.0, 60 months,0.1077,540.64,B,B3,10+ years,MORTGAGE,86965.31,Verified,Late (31-120 days),debt_consolidation,GA,21.86,0,710,714,5,16,0,3147.34,62.4,24,Individual
15000.0,15000.0, 36 months,0.0969,481.79,B,B2,10+ years,OWN,43241.71,Not Verified,Current,debt_consolidation,TX,13.54,0,672,676,0,11,2,6407.81,36.5,17,Individual
15000.0,15000.0, 36 months,0.2244,576.28,E,E3,< 1 year,MORTGAGE,72820.78,Not Verified,Fully Paid,credit_card,TX,10.2,0,717,721,2,6,0,3212.44,80.9,18,Individual
12000.0,12000.0, 36 months,0.0928,383.14,B,B3,9 years,RENT,50098.89,Source Verified,Current,medical,NC,20.31,0,713,717,4,11,0,6727.98,74.0,23,Individual
15000.0,15000.0, 36 months,0.0675,461.43,A,A1,1 year,MORTGAGE,60930.1,Not Verified,Current,credit_card,VA,16.79,0,752,756,2,8,0,8285.37,43.8,11,Individual
10000.0,10000.0, 36 months,0.1594,351.27,D,D2,10+ years,MORTGAGE,69440.9,Verified,Charged Off,debt_consolidation,VA,16.98,0,804,808,1,11,0,7684.88,29.5,12,Joint App
12000.0,12000.0, 36 months,0.151,416.57,C,C5,5 years,RENT,45289.01,Not Verified,Current,debt_consolidation,NJ,26.32,0,749,753,0,10,0,5168.13,29.8,18,Individual
35000.0,35000.0, 36 months,0.2084,1315.74,E,E3,< 1 year,RENT,124417.78,Verified,Charged Off,credit_card,WA,23.35,0,680,684,0,11,0,5494.28,37.7,25,Individual
7500.0,7500.0, 36 months,0.179,270.76,D,D3,10+ years,MORTGAGE,63097.7,Not Verified,Charged Off,debt_consolidation,MO,24.37,0,695,699,2,12,0,10423.47,60.1,19,Individual
7500.0,7500.0, 36 months,0.0613,228.6,A,A5,8 years,RENT,75376.21,Source Verified,Fully Paid,credit_card,CO,10.68,1,686,690,2,15,2,10795.18,55.3,20,Individual
5000.0,5000.0, 36 months,0.2627,202.17,F,F1,10+ years,MORTGAGE,106910.1,Not Verified,Current,debt_consolidation,AZ,17.46,0,701,705,0,10,0,2519.05,85.0,16,Individual
10000.0,10000.0, 36 months,0.1116,328.14,B,B2,10+ years,RENT,77117.51,Verified,Current,debt_consolidation,CO,23.69,0,693,697,1,7,0,20901.69,86.9,18,Individual
12000.0,12000.0, 60 months,0.0756,240.81,B,B1,6 years,MORTGAGE,30591.89,Not Verified,Current,debt_consolidation,WA,26.76,0,711,715,0,6,0,7531.09,36.1,15,Individual
5000.0,5000.0, 36 months,0.1301,168.48,C,C4,10+ years,MORTGAGE,83496.3,Source Verified,Fully Paid,small_business,MO,17.61,0,727,731,1,15,0,19034.63,64.1,28,Joint App
15000.0,15000.0, 36 months,0.0718,464.36,A,A3,< 1 year,MORTGAGE,63043.76,Source Verified,Fully Paid,small_business,PA,8.22,0,769,773,0,12,0,8181.02,37.6,23,Individual
15000.0,15000.0, 36 months,0.1255,502.17,C,C4,4 years,RENT,35526.75,Source Verified,Fully Paid,debt_consolidation,WA,23.12,1,645,649,1,4,0,24797.13,63.5,15,Individual
20000.0,20000.0, 36 months,0.0908,636.71,A,A3,10+ years,MORTGAGE,107394.5,Not Verified,Current,credit_card,FL,23.63,0,735,739,0,10,1,17667.11,78.2,16,Joint App
35000.0,35000.0, 36 months,0.1117,1148.74,C,C4,10+ years,RENT,29209.32,Not Verified,Charged Off,debt_consolidation,NC,17.71,1,756,760,1,6,0,45500.24,0.0,26,Individual
15000.0,15000.0, 36 months,0.0933,479.29,B,B5,10+ years,MORTGAGE,38890.73,Verified,Fully Paid,educational,NJ,21.78,0,688,692,1,13,0,3215.96,47.0,20,Joint App
7500.0,7500.0, 60 months,0.1573,181.3,D,D3,9 years,RENT,42098.83,Source Verified,Current,home_improvement,MD,7.23,0,646,650,0,11,0,7963.9,39.8,20,Individual
5000.0,5000.0, 36 months,0.1854,182.13,D,D3,10+ years,RENT,25199.5,Verified,Fully Paid,debt_consolidation,VA,24.95,0,673,677,1,11,0,10808.02,0.0,17,Individual
20000.0,20000.0, 36 months,0.0846,630.95,B,B4,8 years,MORTGAGE,53589.69,Verified,Fully Paid,car,NY,21.85,0,699,703,1,15,0,27583.94,22.1,30,Joint App
18000.0,18000.0, 36 months,0.0725,557.86,B,B2,7 years,RENT,36383.06,Source Verified,Current,debt_consolidation,AZ,12.44,0,682,686,2,8,0,105991.93,32.7,20,Individual
7500.0,7500.0, 36 months,0.1065,244.29,B,B4,2 years,MORTGAGE,62058.58,Not Verified,Fully Paid,debt_consolidation,PA,28.95,0,661,665,4,12,0,1877.12,36.8,23,Individual
10000.0,10000.0, 36 months,0.0979,321.69,B,B3,10+ years,MORTGAGE,152654.59,Not Verified,Fully Paid,debt_consolidation,NY,5.62,0,735,739,0,15,0,29599.72,52.2,22,Joint App
20000.0,20000.0, 60 months,0.1856,513.99,D,D3,10+ years,OWN,52914.76,Source Verified,Charged Off,credit_card,TN,19.15,0,748,752,2,15,0,1506.14,71.5,25,Individual
15000.0,15000.0, 36 months,0.1822,543.93,D,D2,6 years,OWN,72343.71,Not Verified,Charged Off,debt_consolidation,MA,28.15,0,674,678,0,12,1,1983.0,25.5,26,Individual
15000.0,15000.0, 60 months,0.0994,318.24,B,B1,1 year,RENT,53550.32,Not Verified,Charged Off,home_improvement,GA,34.38,0,696,700,0,16,0,12381.61,86.6,25,Individual
10000.0,10000.0, 36 months,0.0784,312.6,B,B2,1 year,RENT,44830.18,Verified,Charged Off,vacation,TN,9.84,0,711,715,1,8,0,11748.91,67.9,20,Individual
15000.0,15000.0, 36 months,0.052,450.93,A,A1,1 year,MORTGAGE,83978.11,Not Verified,Fully Paid,small_business,CO,19.92,0,730,734,0,14,0,4580.8,51.7,23,Individual
20000.0,20000.0, 60 months,0.1034,428.3,C,C3,5 years,RENT,30843.79,Not Verified,Charged Off,small_business,CO,16.99,0,738,742,5,16,3,63354.36,77.8,28,Individual
25000.0,25000.0, 60 months,0.0679,492.59,A,A5,2 years,MORTGAGE,98531.32,Source Verified,Fully Paid,major_purchase,OH,18.11,0,700,704,2,10,0,13990.81,80.1,21,Individual
20000.0,20000.0, 36 months,0.2701,816.63,G,G5,10+ years,RENT,34053.5,Not Verified,Fully Paid,debt_consolidation,MO,18.96,0,725,729,0,11,0,11990.89,48.2,16,Joint App
15000.0,15000.0, 36 months,0.1673,532.77,D,D4,10+ years,MORTGAGE,121657.9,Not Verified,Current,debt_consolidation,GA,21.51,0,659,663,1,13,0,34171.38,89.8,19,Individual
18000.0,18000.0, 36 months,0.1326,608.75,C,C2,10+ years,MORTGAGE,43458.56,Source Verified,Charged Off,debt_consolidation,FL,36.07,0,710,714,0,15,0,5107.46,46.3,23,Individual
15000.0,15000.0, 36 months,0.1585,526.23,C,C2,8 years,MORTGAGE,33027.13,Not Verified,Fully Paid,debt_consolidation,MD,27.66,0,727,731,0,18,0,24601.23,62.0,25,Individual
10000.0,10000.0, 60 months,0.2187,275.46,E,E5,8 years,RENT,57588.83,Verified,Current,medical,NJ,6.12,0,652,656,4,9,1,25808.44,48.1,16,Individual
25000.0,25000.0, 36 months,0.1311,843.64,C,C1,10+ years,RENT,21085.38,Source Verified,Fully Paid,debt_consolidation,AZ,11.84,1,636,640,1,10,0,3338.83,37.6,17,Individual
15000.0,15000.0, 36 months,0.0765,467.65,B,B2,5 years,RENT,28442.32,Source Verified,Fully Paid,small_business,NJ,24.09,0,770,774,1,12,0,24346.23,85.1,24,Individual
15000.0,15000.0, 36 months,0.1004,484.28,B,B1,< 1 year,MORTGAGE,72001.9,Source Verified,Current,debt_consolidation,NY,9.15,2,663,667,1,10,0,8010.61,93.3,19,Individual
35000.0,35000.0, 36 months,0.2232,1342.52,E,E1,6 years,MORTGAGE,109787.6,Verified,Fully Paid,debt_consolidation,TX,9.26,1,728,732,0,11,0,8755.25,53.9,17,Individual
35000.0,35000.0, 36 months,0.1359,1189.2,C,C1,8 years,MORTGAGE,38077.73,Verified,Current,medical,OH,14.7,0,667,671,1,11,1,21324.08,92.5,19,Individual
15000.0,15000.0, 36 months,0.1543,523.13,D,D1,7 years,OWN,116434.06,Source Verified,Charged Off,small_business,TN,24.66,0,720,724,2,12,0,83934.29,60.3,16,Individual
5000.0,5000.0, 36 months,0.2044,186.93,E,E4,2 years,RENT,42285.63,Verified,Fully Paid,credit_card,PA,25.7,0,664,668,4,9,0,8287.59,21.9,18,Individual
12000.0,12000.0, 36 months,0.2111,452.78,E,E4,10+ years,MORTGAGE,60432.68,Not Verified,Default,debt_consolidation,FL,10.91,0,699,703,2,14,0,26663.52,84.5,26,Joint App
30000.0,30000.0, 36 months,0.2039,1120.84,E,E5,10+ years,OWN,60741.76,Verified,Current,debt_consolidation,IL,3.15,0,746,750,1,13,0,3080.46,71.9,26,Individual
10000.0,10000.0, 60 months,0.0607,193.67,A,A4,3 years,RENT,135733.38,Source Verified,Fully Paid,debt_consolidation,NC,26.31,0,702,706,1,11,0,12119.55,39.5,18,Individual
35000.0,35000.0, 36 months,0.0978,1125.73,C,C2,8 years,MORTGAGE,92097.41,Source Verified,Fully Paid,car,IL,24.29,0,628,632,2,7,0,5919.16,61.6,19,Individual
5000.0,5000.0, 36 months,0.1585,175.41,D,D4,10+ years,MORTGAGE,47955.34,Not Verified,Default,debt_consolidation,TX,19.14,0,693,697,0,14,1,9154.66,48.9,25,Joint App
15000.0,15000.0, 60 months,0.1738,375.83,D,D2,< 1 year,OWN,233560.98,Verified,Fully Paid,credit_card,TN,16.93,0,687,691,0,9,0,42570.07,73.0,16,Joint App
15000.0,15000.0, 60 months,0.1431,351.46,C,C2,3 years,RENT,52365.33,Source Verified,Current,vacation,NC,17.89,3,667,671,1,7,0,7341.02,65.4,12,Individual
10000.0,10000.0, 36 months,0.1011,323.21,B,B1,6 years,MORTGAGE,54676.75,Verified,Current,home_improvement,TX,19.1,0,688,692,2,7,0,4959.5,45.3,12,Individual
30000.0,30000.0, 36 months,0.1859,1093.46,D,D5,10+ years,RENT,66136.51,Verified,Current,home_improvement,IN,13.59,0,736,740,0,13,0,105424.24,76.2,23,Individual
15000.0,15000.0, 36 months,0.1688,533.91,D,D1,10+ years,RENT,42090.03,Source Verified,Current,small_business,IN,28.25,0,795,799,1,9,0,21148.03,16.9,20,Individual
10000.0,10000.0, 36 months,0.0568,302.79,A,A1,2 years,OWN,124302.55,Source Verified,Current,other,GA,1.88,2,728,732,0,12,0,12743.98,23.0,20,Individual
12000.0,12000.0, 36 months,0.1229,400.23,C,C4,6 years,MORTGAGE,51156.21,Not Verified,Charged Off,credit_card,WA,26.58,1,663,667,4,12,0,9272.94,38.0,23,Individual
18000.0,18000.0, 36 months,0.1075,587.16,B,B4,4 years,MORTGAGE,79896.04,Not Verified,Fully Paid,debt_consolidation,CA,11.49,0,655,659,2,14,0,4213.54,53.3,21,Individual
10000.0,10000.0, 36 months,0.096,320.79,B,B2,5 years,MORTGAGE,12000.0,Source Verified,Charged Off,credit_card,CO,2.37,0,656,660,1,6,0,7932.9,75.7,17,Individual
25000.0,25000.0, 60 months,0.0604,483.74,A,A4,7 years,MORTGAGE,58622.33,Verified,Fully Paid,debt_consolidation,OH,21.51,0,701,705,2,15,0,36647.53,8.1,27,Individual
7500.0,7500.0, 36 months,0.1066,244.35,C,C4,7 years,OWN,44278.59,Verified,Current,credit_card,NY,22.69,1,701,705,0,13,0,6573.33,65.4,20,Joint App
10000.0,10000.0, 60 months,0.1166,220.73,C,C3,2 years,OWN,56547.74,Source Verified,Current,debt_consolidation,MD,16.05,0,704,708,0,12,0,21720.83,18.7,29,Individual
7500.0,7500.0, 60 months,0.124,168.37,C,C2,1 year,MORTGAGE,27044.66,Verified,Current,debt_consolidation,AZ,22.45,1,696,700,0,9,0,1523.76,62.6,15,Individual
7500.0,7500.0, 60 months,0.1613,182.9,D,D2,1 year,OTHER,48549.71,Verified,Late (31-120 days),debt_consolidation,CO,2.95,0,665,669,0,10,0,35499.13,72.4,22,Individual
10000.0,10000.0, 36 months,0.1954,369.29,E,E3,10+ years,RENT,60486.53,Not Verified,Fully Paid,debt_consolidation,GA,28.06,0,676,680,3,5,0,5494.88,51.2,19,Joint App
35000.0,35000.0, 36 months,0.1234,1168.13,B,B2,< 1 year,RENT,43738.88,Source Verified,Current,other,FL,8.92,0,692,696,1,18,0,19990.97,33.5,27,Individual
5000.0,5000.0, 36 months,0.079,156.45,A,A5,2 years,RENT,77514.28,Verified,Fully Paid,wedding,TN,24.72,2,745,749,1,7,0,13909.09,57.1,18,Individual
10000.0,10000.0, 36 months,0.2429,393.84,E,E5,10+ years,OWN,56305.85,Not Verified,Current,credit_card,NY,18.43,0,673,677,0,6,0,5940.95,44.8,20,Individual
10000.0,10000.0, 36 months,0.0759,311.49,B,B3,< 1 year,MORTGAGE,79388.48,Not Verified,Fully Paid,debt_consolidation,PA,18.66,1,690,694,1,10,0,127819.56,47.8,20,Individual
15000.0,15000.0, 60 months,0.2547,444.41,F,F4,< 1 year,OWN,97342.84,Verified,Fully Paid,debt_consolidation,MO,4.74,0,761,765,1,18,0,14817.22,47.7,26,Individual
20000.0,20000.0, 36 months,0.2035,746.82,E,E5,5 years,RENT,102121.73,Not Verified,Charged Off,debt_consolidation,TN,33.0,0,717,721,3,10,0,99213.21,35.7,17,Individual
20000.0,20000.0, 36 months,0.1303,674.16,C,C3,2 years,RENT,43075.71,Source Verified,Fully Paid,debt_consolidation,NC,27.5,0,685,689,0,10,0,32406.48,65.1,15,Individual
5000.0,5000.0, 60 months,0.3078,164.16,G,G5,8 years,MORTGAGE,42692.15,Source Verified,Charged Off,moving,MO,11.9,0,653,657,0,6,0,10664.55,71.4,11,Individual
18000.0,18000.0, 36 months,0.05,539.48,A,A1,4 years,RENT,141872.67,Not Verified,Fully Paid,credit_card,IN,29.62,1,745,749,1,8,0,988.51,60.1,16,Individual
18000.0,18000.0, 36 months,0.0914,573.58,B,B3,2 years,OWN,31233.29,Verified,Fully Paid,debt_consolidation,WA,15.16,1,706,710,2,9,0,36981.41,43.6,17,Individual
15000.0,15000.0, 36 months,0.1188,497.34,C,C2,10+ years,MORTGAGE,42105.59,Verified,Current,major_purchase,FL,14.91,0,708,712,4,11,2,1676.68,64.3,17,Joint App
12000.0,12000.0, 36 months,0.0914,382.41,B,B5,4 years,MORTGAGE,49183.68,Verified,Current,debt_consolidation,VA,7.88,0,728,732,4,8,0,2051.18,0.0,17,Individual
20000.0,20000.0, 36 months,0.1783,721.38,E,E2,9 years,MORTGAGE,32397.52,Source Verified,Charged Off,debt_consolidation,FL,16.44,0,701,705,0,15,0,54950.15,49.0,22,Individual
12000.0,12000.0, 36 months,0.0893,381.2,A,A3,10+ years,MORTGAGE,57969.97,Source Verified,Current,home_improvement,OH,17.73,0,681,685,0,6,0,735.1,92.7,15,Individual
10000.0,10000.0, 36 months,0.1499,346.59,C,C5,10+ years,MORTGAGE,112314.93,Source Verified,Charged Off,debt_consolidation,OH,11.82,0,714,718,4,11,2,2923.44,71.2,22,Individual
10000.0,10000.0, 60 months,0.1387,232.02,C,C2,5 years,RENT,17195.98,Verified,Late (31-120 days),car,GA,23.87,0,654,658,0,10,0,32381.96,54.7,19,Individual
12000.0,12000.0, 36 months,0.1499,415.94,D,D4,10+ years,OWN,39743.54,Verified,Fully Paid,credit_card,MA,30.43,0,662,666,1,12,1,4161.48,64.8,20,Individual
10000.0,10000.0, 60 months,0.1042,214.53,B,B4,10+ years,MORTGAGE,58200.23,Source Verified,Fully Paid,debt_consolidation,PA,23.84,0,712,716,0,13,0,3643.47,81.5,21,Individual
15000.0,15000.0, 36 months,0.113,493.21,B,B1,8 years,RENT,138521.34,Source Verified,Fully Paid,credit_card,MA,5.12,0,764,768,2,18,0,1697.37,36.1,28,Individual
25000.0,25000.0, 60 months,0.2158,684.55,E,E3,10+ years,MORTGAGE,22109.32,Not Verified,Default,other,CO,6.2,0,731,735,2,18,0,7865.02,46.1,28,Individual
15000.0,15000.0, 36 months,0.0993,483.49,B,B2,5 years,MORTGAGE,91253.58,Source Verified,Current,home_improvement,CO,19.81,0,672,676,5,10,0,4297.17,46.9,21,Individual
12000.0,12000.0, 60 months,0.1912,312.05,D,D1,5 years,OTHER,49120.03,Source Verified,Current,debt_consolidation,NJ,25.9,0,739,743,2,12,0,7152.45,33.0,20,Individual
20000.0,20000.0, 36 months,0.1194,663.68,C,C3,8 years,OWN,59721.69,Source Verified,Fully Paid,debt_consolidation,NC,16.09,2,720,724,0,18,0,18709.56,80.5,28,Individual
20000.0,20000.0, 36 months,0.1675,710.54,D,D4,4 years,RENT,113167.59,Verified,Current,home_improvement,MA,18.81,0,722,726,2,15,1,9139.07,85.9,22,Individual
12000.0,12000.0, 36 months,0.1794,433.46,D,D2,10+ years,RENT,50060.42,Source Verified,Fully Paid,credit_card,MN,18.47,1,749,753,0,15,0,25167.3,33.1,27,Joint App
